MAP       , ID        , AMOUNT    , X1        , Y1        , DX        , DY        , RX        , RY        , RADIUS    , 
3         , 1312      , 4         , 6196.0    , 13535.0   , 169.0     , 457.0     , 6280.5    , 13763.5   , 169.0     , 
3         , 1312      , 3         , 6810.0    , 13586.0   , 130.0     , 109.0     , 6875.0    , 13640.5   , 109.0     , 
3         , 1312      , 3         , 6843.0    , 14166.0   , 213.0     , 65.0      , 6949.5    , 14198.5   , 65.0      , 
3         , 1312      , 4         , 6650.0    , 13977.0   , 147.0     , 204.0     , 6723.5    , 14079.0   , 147.0     , 
3         , 1312      , 3         , 6415.0    , 13519.0   , 159.0     , 78.0      , 6494.5    , 13558.0   , 78.0      , 
3         , 1312      , 3         , 6360.0    , 14013.0   , 194.0     , 90.0      , 6457.0    , 14058.0   , 90.0      , 
3         , 1313      , 3         , 6205.0    , 13678.0   , 201.0     , 316.0     , 6305.5    , 13836.0   , 201.0     , 
3         , 1320      , 2         , 6821.0    , 13882.0   , 101.0     , 88.0      , 6871.5    , 13926.0   , 88.0      , 
3         , 1320      , 2         , 6452.0    , 13699.0   , 100.0     , 107.0     , 6502.0    , 13752.5   , 100.0     , 
3         , 1320      , 2         , 6516.0    , 13982.0   , 62.0      , 82.0      , 6547.0    , 14023.0   , 62.0      , 
3         , 11253     , 5         , 6739.0    , 13817.0   , 407.0     , 203.0     , 6942.5    , 13918.5   , 203.0     , 
3         , 11253     , 5         , 6958.0    , 13614.0   , 113.0     , 619.0     , 7014.5    , 13923.5   , 113.0     , 
3         , 11253     , 4         , 6542.0    , 13744.0   , 125.0     , 230.0     , 6604.5    , 13859.0   , 125.0     , 
3         , 11350     , 3         , 6512.0    , 13673.0   , 533.0     , 64.0      , 6778.5    , 13705.0   , 64.0      , 
3         , 11350     , 3         , 6513.0    , 14055.0   , 580.0     , 58.0      , 6803.0    , 14084.0   , 58.0      , 
3         , 11350     , 3         , 6357.0    , 13688.0   , 113.0     , 406.0     , 6413.5    , 13891.0   , 113.0     , 
3         , 11312     , 5         , 6351.0    , 13833.0   , 513.0     , 119.0     , 6607.5    , 13892.5   , 119.0     , 
3         , 11312     , 4         , 6196.0    , 13535.0   , 169.0     , 457.0     , 6280.5    , 13763.5   , 169.0     , 
3         , 11312     , 3         , 6810.0    , 13586.0   , 130.0     , 109.0     , 6875.0    , 13640.5   , 109.0     , 
3         , 11312     , 3         , 6843.0    , 14166.0   , 213.0     , 65.0      , 6949.5    , 14198.5   , 65.0      , 
3         , 11312     , 4         , 6650.0    , 13977.0   , 147.0     , 204.0     , 6723.5    , 14079.0   , 147.0     , 
3         , 11312     , 3         , 6415.0    , 13519.0   , 159.0     , 78.0      , 6494.5    , 13558.0   , 78.0      , 
3         , 11312     , 3         , 6360.0    , 14013.0   , 194.0     , 90.0      , 6457.0    , 14058.0   , 90.0      , 
3         , 11313     , 3         , 6205.0    , 13678.0   , 201.0     , 316.0     , 6305.5    , 13836.0   , 201.0     , 
3         , 11320     , 2         , 6821.0    , 13882.0   , 101.0     , 88.0      , 6871.5    , 13926.0   , 88.0      , 
3         , 11320     , 2         , 6452.0    , 13699.0   , 100.0     , 107.0     , 6502.0    , 13752.5   , 100.0     , 
3         , 11320     , 2         , 6516.0    , 13982.0   , 62.0      , 82.0      , 6547.0    , 14023.0   , 62.0      , 
3         , 29006     , 1         , 6326.0    , 13699.0   , 6.0       , 6.0       , 6329.0    , 13702.0   , 6.0       , 
3         , 29008     , 1         , 6327.0    , 13761.0   , 5.0       , 6.0       , 6329.5    , 13764.0   , 5.0       , 
3         , 1322      , 5         , 6595.0    , 15131.0   , 228.0     , 111.0     , 6709.0    , 15186.5   , 111.0     , 
3         , 1322      , 5         , 6609.0    , 14690.0   , 140.0     , 272.0     , 6679.0    , 14826.0   , 140.0     , 
3         , 1300      , 5         , 6495.0    , 15235.0   , 381.0     , 87.0      , 6685.5    , 15278.5   , 87.0      , 
3         , 1300      , 5         , 6666.0    , 14976.0   , 114.0     , 211.0     , 6723.0    , 15081.5   , 114.0     , 
3         , 1301      , 5         , 6502.0    , 15004.0   , 101.0     , 163.0     , 6552.5    , 15085.5   , 101.0     , 
3         , 1301      , 5         , 6867.0    , 14970.0   , 129.0     , 218.0     , 6931.5    , 15079.0   , 129.0     , 
3         , 1301      , 5         , 6621.0    , 14823.0   , 307.0     , 168.0     , 6774.5    , 14907.0   , 168.0     , 
3         , 1301      , 5         , 6400.0    , 14791.0   , 360.0     , 40.0      , 6580.0    , 14811.0   , 40.0      , 
3         , 1353      , 3         , 6656.0    , 14667.0   , 86.0      , 425.0     , 6699.0    , 14879.5   , 86.0      , 
3         , 1353      , 3         , 6416.0    , 14621.0   , 513.0     , 89.0      , 6672.5    , 14665.5   , 89.0      , 
3         , 1353      , 3         , 6511.0    , 14592.0   , 104.0     , 154.0     , 6563.0    , 14669.0   , 104.0     , 
3         , 11322     , 5         , 6595.0    , 15131.0   , 228.0     , 111.0     , 6709.0    , 15186.5   , 111.0     , 
3         , 11322     , 5         , 6609.0    , 14690.0   , 140.0     , 272.0     , 6679.0    , 14826.0   , 140.0     , 
3         , 11300     , 5         , 6495.0    , 15235.0   , 381.0     , 87.0      , 6685.5    , 15278.5   , 87.0      , 
3         , 11300     , 5         , 6666.0    , 14976.0   , 114.0     , 211.0     , 6723.0    , 15081.5   , 114.0     , 
3         , 11301     , 5         , 6502.0    , 15004.0   , 101.0     , 163.0     , 6552.5    , 15085.5   , 101.0     , 
3         , 11301     , 5         , 6867.0    , 14970.0   , 129.0     , 218.0     , 6931.5    , 15079.0   , 129.0     , 
3         , 11301     , 5         , 6621.0    , 14823.0   , 307.0     , 168.0     , 6774.5    , 14907.0   , 168.0     , 
3         , 11301     , 5         , 6400.0    , 14791.0   , 360.0     , 40.0      , 6580.0    , 14811.0   , 40.0      , 
3         , 11353     , 3         , 6656.0    , 14667.0   , 86.0      , 425.0     , 6699.0    , 14879.5   , 86.0      , 
3         , 11353     , 3         , 6416.0    , 14621.0   , 513.0     , 89.0      , 6672.5    , 14665.5   , 89.0      , 
3         , 11353     , 3         , 6511.0    , 14592.0   , 104.0     , 154.0     , 6563.0    , 14669.0   , 104.0     , 
3         , 1360      , 4         , 6167.0    , 15775.0   , 132.0     , 188.0     , 6233.0    , 15869.0   , 132.0     , 
3         , 1360      , 5         , 6257.0    , 15933.0   , 328.0     , 141.0     , 6421.0    , 16003.5   , 141.0     , 
3         , 1321      , 4         , 6358.0    , 15683.0   , 140.0     , 160.0     , 6428.0    , 15763.0   , 140.0     , 
3         , 1352      , 3         , 6510.0    , 15702.0   , 522.0     , 62.0      , 6771.0    , 15733.0   , 62.0      , 
3         , 1352      , 2         , 6384.0    , 15567.0   , 75.0      , 391.0     , 6421.5    , 15762.5   , 75.0      , 
3         , 1322      , 5         , 7028.0    , 15525.0   , 121.0     , 242.0     , 7088.5    , 15646.0   , 121.0     , 
3         , 1322      , 4         , 6528.0    , 15448.0   , 98.0      , 116.0     , 6577.0    , 15506.0   , 98.0      , 
3         , 1322      , 5         , 6635.0    , 15686.0   , 128.0     , 129.0     , 6699.0    , 15750.5   , 128.0     , 
3         , 1300      , 4         , 6344.0    , 15412.0   , 92.0      , 177.0     , 6390.0    , 15500.5   , 92.0      , 
3         , 1300      , 5         , 6735.0    , 15392.0   , 122.0     , 218.0     , 6796.0    , 15501.0   , 122.0     , 
3         , 1300      , 4         , 6440.0    , 15380.0   , 392.0     , 74.0      , 6636.0    , 15417.0   , 74.0      , 
3         , 1300      , 5         , 6467.0    , 15692.0   , 482.0     , 197.0     , 6708.0    , 15790.5   , 197.0     , 
3         , 11360     , 4         , 6167.0    , 15775.0   , 132.0     , 188.0     , 6233.0    , 15869.0   , 132.0     , 
3         , 11360     , 5         , 6257.0    , 15933.0   , 328.0     , 141.0     , 6421.0    , 16003.5   , 141.0     , 
3         , 11321     , 4         , 6358.0    , 15683.0   , 140.0     , 160.0     , 6428.0    , 15763.0   , 140.0     , 
3         , 11352     , 3         , 6510.0    , 15702.0   , 522.0     , 62.0      , 6771.0    , 15733.0   , 62.0      , 
3         , 11352     , 2         , 6384.0    , 15567.0   , 75.0      , 391.0     , 6421.5    , 15762.5   , 75.0      , 
3         , 11322     , 5         , 7028.0    , 15525.0   , 121.0     , 242.0     , 7088.5    , 15646.0   , 121.0     , 
3         , 11322     , 4         , 6528.0    , 15448.0   , 98.0      , 116.0     , 6577.0    , 15506.0   , 98.0      , 
3         , 11322     , 5         , 6635.0    , 15686.0   , 128.0     , 129.0     , 6699.0    , 15750.5   , 128.0     , 
3         , 11300     , 4         , 6344.0    , 15412.0   , 92.0      , 177.0     , 6390.0    , 15500.5   , 92.0      , 
3         , 11300     , 5         , 6735.0    , 15392.0   , 122.0     , 218.0     , 6796.0    , 15501.0   , 122.0     , 
3         , 11300     , 4         , 6440.0    , 15380.0   , 392.0     , 74.0      , 6636.0    , 15417.0   , 74.0      , 
3         , 11300     , 5         , 6467.0    , 15692.0   , 482.0     , 197.0     , 6708.0    , 15790.5   , 197.0     , 
3         , 1322      , 2         , 6410.0    , 16597.0   , 180.0     , 97.0      , 6500.0    , 16645.5   , 97.0      , 
3         , 1322      , 2         , 6573.0    , 16758.0   , 174.0     , 176.0     , 6660.0    , 16846.0   , 174.0     , 
3         , 1322      , 2         , 6234.0    , 16951.0   , 166.0     , 118.0     , 6317.0    , 17010.0   , 118.0     , 
3         , 1300      , 4         , 6218.0    , 16969.0   , 173.0     , 84.0      , 6304.5    , 17011.0   , 84.0      , 
3         , 1300      , 4         , 6589.0    , 16809.0   , 143.0     , 156.0     , 6660.5    , 16887.0   , 143.0     , 
3         , 1301      , 4         , 6575.0    , 16764.0   , 188.0     , 142.0     , 6669.0    , 16835.0   , 142.0     , 
3         , 1301      , 4         , 6267.0    , 16952.0   , 164.0     , 99.0      , 6349.0    , 17001.5   , 99.0      , 
3         , 1301      , 2         , 6427.0    , 16617.0   , 150.0     , 69.0      , 6502.0    , 16651.5   , 69.0      , 
3         , 1301      , 2         , 6160.0    , 16655.0   , 84.0      , 61.0      , 6202.0    , 16685.5   , 61.0      , 
3         , 1301      , 2         , 6166.0    , 16886.0   , 83.0      , 156.0     , 6207.5    , 16964.0   , 83.0      , 
3         , 11322     , 2         , 6410.0    , 16597.0   , 180.0     , 97.0      , 6500.0    , 16645.5   , 97.0      , 
3         , 11322     , 2         , 6573.0    , 16758.0   , 174.0     , 176.0     , 6660.0    , 16846.0   , 174.0     , 
3         , 11322     , 2         , 6234.0    , 16951.0   , 166.0     , 118.0     , 6317.0    , 17010.0   , 118.0     , 
3         , 11300     , 4         , 6218.0    , 16969.0   , 173.0     , 84.0      , 6304.5    , 17011.0   , 84.0      , 
3         , 11300     , 4         , 6589.0    , 16809.0   , 143.0     , 156.0     , 6660.5    , 16887.0   , 143.0     , 
3         , 11301     , 4         , 6575.0    , 16764.0   , 188.0     , 142.0     , 6669.0    , 16835.0   , 142.0     , 
3         , 11301     , 4         , 6267.0    , 16952.0   , 164.0     , 99.0      , 6349.0    , 17001.5   , 99.0      , 
3         , 11301     , 2         , 6427.0    , 16617.0   , 150.0     , 69.0      , 6502.0    , 16651.5   , 69.0      , 
3         , 11301     , 2         , 6160.0    , 16655.0   , 84.0      , 61.0      , 6202.0    , 16685.5   , 61.0      , 
3         , 11301     , 2         , 6166.0    , 16886.0   , 83.0      , 156.0     , 6207.5    , 16964.0   , 83.0      , 
3         , 1354      , 2         , 6152.0    , 18830.0   , 73.0      , 333.0     , 6188.5    , 18996.5   , 73.0      , 
3         , 1354      , 2         , 6356.0    , 19177.0   , 239.0     , 116.0     , 6475.5    , 19235.0   , 116.0     , 
3         , 1354      , 2         , 6461.0    , 18790.0   , 222.0     , 282.0     , 6572.0    , 18931.0   , 222.0     , 
3         , 1260      , 2         , 6163.0    , 18731.0   , 159.0     , 126.0     , 6242.5    , 18794.0   , 126.0     , 
3         , 1260      , 2         , 6185.0    , 19053.0   , 131.0     , 183.0     , 6250.5    , 19144.5   , 131.0     , 
3         , 1260      , 2         , 6445.0    , 19113.0   , 187.0     , 135.0     , 6538.5    , 19180.5   , 135.0     , 
3         , 1260      , 2         , 6537.0    , 18800.0   , 136.0     , 180.0     , 6605.0    , 18890.0   , 136.0     , 
3         , 1261      , 2         , 6488.0    , 18857.0   , 212.0     , 181.0     , 6594.0    , 18947.5   , 181.0     , 
3         , 1261      , 2         , 6474.0    , 19092.0   , 205.0     , 122.0     , 6576.5    , 19153.0   , 122.0     , 
3         , 1261      , 2         , 6277.0    , 18842.0   , 88.0      , 194.0     , 6321.0    , 18939.0   , 88.0      , 
3         , 1261      , 2         , 6274.0    , 19139.0   , 147.0     , 192.0     , 6347.5    , 19235.0   , 147.0     , 
3         , 1355      , 2         , 6276.0    , 19203.0   , 111.0     , 198.0     , 6331.5    , 19302.0   , 111.0     , 
3         , 11354     , 2         , 6152.0    , 18830.0   , 73.0      , 333.0     , 6188.5    , 18996.5   , 73.0      , 
3         , 11354     , 2         , 6356.0    , 19177.0   , 239.0     , 116.0     , 6475.5    , 19235.0   , 116.0     , 
3         , 11354     , 2         , 6461.0    , 18790.0   , 222.0     , 282.0     , 6572.0    , 18931.0   , 222.0     , 
3         , 11260     , 2         , 6163.0    , 18731.0   , 159.0     , 126.0     , 6242.5    , 18794.0   , 126.0     , 
3         , 11260     , 2         , 6185.0    , 19053.0   , 131.0     , 183.0     , 6250.5    , 19144.5   , 131.0     , 
3         , 11260     , 2         , 6445.0    , 19113.0   , 187.0     , 135.0     , 6538.5    , 19180.5   , 135.0     , 
3         , 11260     , 2         , 6537.0    , 18800.0   , 136.0     , 180.0     , 6605.0    , 18890.0   , 136.0     , 
3         , 11261     , 2         , 6488.0    , 18857.0   , 212.0     , 181.0     , 6594.0    , 18947.5   , 181.0     , 
3         , 11261     , 2         , 6474.0    , 19092.0   , 205.0     , 122.0     , 6576.5    , 19153.0   , 122.0     , 
3         , 11261     , 2         , 6277.0    , 18842.0   , 88.0      , 194.0     , 6321.0    , 18939.0   , 88.0      , 
3         , 11261     , 2         , 6274.0    , 19139.0   , 147.0     , 192.0     , 6347.5    , 19235.0   , 147.0     , 
3         , 11355     , 2         , 6276.0    , 19203.0   , 111.0     , 198.0     , 6331.5    , 19302.0   , 111.0     , 
3         , 1355      , 2         , 6304.0    , 19995.0   , 261.0     , 124.0     , 6434.5    , 20057.0   , 124.0     , 
3         , 1262      , 2         , 6255.0    , 19990.0   , 248.0     , 139.0     , 6379.0    , 20059.5   , 139.0     , 
3         , 1262      , 2         , 6664.0    , 19924.0   , 189.0     , 146.0     , 6758.5    , 19997.0   , 146.0     , 
3         , 1340      , 2         , 6207.0    , 20035.0   , 133.0     , 175.0     , 6273.5    , 20122.5   , 133.0     , 
3         , 1340      , 2         , 6415.0    , 20267.0   , 136.0     , 114.0     , 6483.0    , 20324.0   , 114.0     , 
3         , 1340      , 2         , 6801.0    , 20227.0   , 179.0     , 75.0      , 6890.5    , 20264.5   , 75.0      , 
3         , 1340      , 2         , 6546.0    , 19823.0   , 144.0     , 153.0     , 6618.0    , 19899.5   , 144.0     , 
3         , 1340      , 2         , 6519.0    , 20064.0   , 160.0     , 90.0      , 6599.0    , 20109.0   , 90.0      , 
3         , 1341      , 2         , 6258.0    , 19942.0   , 166.0     , 168.0     , 6341.0    , 20026.0   , 166.0     , 
3         , 1341      , 2         , 6408.0    , 20249.0   , 95.0      , 156.0     , 6455.5    , 20327.0   , 95.0      , 
3         , 1341      , 2         , 6845.0    , 20146.0   , 105.0     , 155.0     , 6897.5    , 20223.5   , 105.0     , 
3         , 1341      , 2         , 6664.0    , 19918.0   , 201.0     , 133.0     , 6764.5    , 19984.5   , 133.0     , 
3         , 1290      , 2         , 6766.0    , 19940.0   , 113.0     , 210.0     , 6822.5    , 20045.0   , 113.0     , 
3         , 1290      , 2         , 7012.0    , 19854.0   , 122.0     , 172.0     , 7073.0    , 19940.0   , 122.0     , 
3         , 1290      , 2         , 7081.0    , 20172.0   , 70.0      , 249.0     , 7116.0    , 20296.5   , 70.0      , 
3         , 1371      , 2         , 6943.0    , 19962.0   , 93.0      , 176.0     , 6989.5    , 20050.0   , 93.0      , 
3         , 1371      , 2         , 6956.0    , 20364.0   , 190.0     , 90.0      , 7051.0    , 20409.0   , 90.0      , 
3         , 11355     , 2         , 6304.0    , 19995.0   , 261.0     , 124.0     , 6434.5    , 20057.0   , 124.0     , 
3         , 11262     , 2         , 6255.0    , 19990.0   , 248.0     , 139.0     , 6379.0    , 20059.5   , 139.0     , 
3         , 11262     , 2         , 6664.0    , 19924.0   , 189.0     , 146.0     , 6758.5    , 19997.0   , 146.0     , 
3         , 11340     , 2         , 6207.0    , 20035.0   , 133.0     , 175.0     , 6273.5    , 20122.5   , 133.0     , 
3         , 11340     , 2         , 6415.0    , 20267.0   , 136.0     , 114.0     , 6483.0    , 20324.0   , 114.0     , 
3         , 11340     , 2         , 6801.0    , 20227.0   , 179.0     , 75.0      , 6890.5    , 20264.5   , 75.0      , 
3         , 11340     , 2         , 6546.0    , 19823.0   , 144.0     , 153.0     , 6618.0    , 19899.5   , 144.0     , 
3         , 11340     , 2         , 6519.0    , 20064.0   , 160.0     , 90.0      , 6599.0    , 20109.0   , 90.0      , 
3         , 11341     , 2         , 6258.0    , 19942.0   , 166.0     , 168.0     , 6341.0    , 20026.0   , 166.0     , 
3         , 11341     , 2         , 6408.0    , 20249.0   , 95.0      , 156.0     , 6455.5    , 20327.0   , 95.0      , 
3         , 11341     , 2         , 6845.0    , 20146.0   , 105.0     , 155.0     , 6897.5    , 20223.5   , 105.0     , 
3         , 11341     , 2         , 6664.0    , 19918.0   , 201.0     , 133.0     , 6764.5    , 19984.5   , 133.0     , 
3         , 11290     , 2         , 6766.0    , 19940.0   , 113.0     , 210.0     , 6822.5    , 20045.0   , 113.0     , 
3         , 11290     , 2         , 7012.0    , 19854.0   , 122.0     , 172.0     , 7073.0    , 19940.0   , 122.0     , 
3         , 11290     , 2         , 7081.0    , 20172.0   , 70.0      , 249.0     , 7116.0    , 20296.5   , 70.0      , 
3         , 11371     , 2         , 6943.0    , 19962.0   , 93.0      , 176.0     , 6989.5    , 20050.0   , 93.0      , 
3         , 11371     , 2         , 6956.0    , 20364.0   , 190.0     , 90.0      , 7051.0    , 20409.0   , 90.0      , 
3         , 1262      , 2         , 6242.0    , 20968.0   , 191.0     , 103.0     , 6337.5    , 21019.5   , 103.0     , 
3         , 1262      , 2         , 6619.0    , 21017.0   , 148.0     , 119.0     , 6693.0    , 21076.5   , 119.0     , 
3         , 1262      , 2         , 6930.0    , 20890.0   , 71.0      , 181.0     , 6965.5    , 20980.5   , 71.0      , 
3         , 1340      , 2         , 6172.0    , 20925.0   , 158.0     , 119.0     , 6251.0    , 20984.5   , 119.0     , 
3         , 1340      , 2         , 6587.0    , 20495.0   , 206.0     , 60.0      , 6690.0    , 20525.0   , 60.0      , 
3         , 1340      , 2         , 6479.0    , 21011.0   , 158.0     , 129.0     , 6558.0    , 21075.5   , 129.0     , 
3         , 1340      , 2         , 6896.0    , 20971.0   , 119.0     , 141.0     , 6955.5    , 21041.5   , 119.0     , 
3         , 1340      , 2         , 6990.0    , 20619.0   , 139.0     , 55.0      , 7059.5    , 20646.5   , 55.0      , 
3         , 1356      , 2         , 6307.0    , 20972.0   , 227.0     , 128.0     , 6420.5    , 21036.0   , 128.0     , 
3         , 1356      , 2         , 6876.0    , 20912.0   , 114.0     , 172.0     , 6933.0    , 20998.0   , 114.0     , 
3         , 1290      , 2         , 6281.0    , 20982.0   , 276.0     , 133.0     , 6419.0    , 21048.5   , 133.0     , 
3         , 1290      , 2         , 6741.0    , 21022.0   , 248.0     , 75.0      , 6865.0    , 21059.5   , 75.0      , 
3         , 1290      , 2         , 6960.0    , 20558.0   , 67.0      , 157.0     , 6993.5    , 20636.5   , 67.0      , 
3         , 1290      , 2         , 6613.0    , 21069.0   , 83.0      , 90.0      , 6654.5    , 21114.0   , 83.0      , 
3         , 1290      , 2         , 6483.0    , 20503.0   , 462.0     , 35.0      , 6714.0    , 20520.5   , 35.0      , 
3         , 11262     , 2         , 6242.0    , 20968.0   , 191.0     , 103.0     , 6337.5    , 21019.5   , 103.0     , 
3         , 11262     , 2         , 6619.0    , 21017.0   , 148.0     , 119.0     , 6693.0    , 21076.5   , 119.0     , 
3         , 11262     , 2         , 6930.0    , 20890.0   , 71.0      , 181.0     , 6965.5    , 20980.5   , 71.0      , 
3         , 11340     , 2         , 6172.0    , 20925.0   , 158.0     , 119.0     , 6251.0    , 20984.5   , 119.0     , 
3         , 11340     , 2         , 6587.0    , 20495.0   , 206.0     , 60.0      , 6690.0    , 20525.0   , 60.0      , 
3         , 11340     , 2         , 6479.0    , 21011.0   , 158.0     , 129.0     , 6558.0    , 21075.5   , 129.0     , 
3         , 11340     , 2         , 6896.0    , 20971.0   , 119.0     , 141.0     , 6955.5    , 21041.5   , 119.0     , 
3         , 11340     , 2         , 6990.0    , 20619.0   , 139.0     , 55.0      , 7059.5    , 20646.5   , 55.0      , 
3         , 11356     , 2         , 6307.0    , 20972.0   , 227.0     , 128.0     , 6420.5    , 21036.0   , 128.0     , 
3         , 11356     , 2         , 6876.0    , 20912.0   , 114.0     , 172.0     , 6933.0    , 20998.0   , 114.0     , 
3         , 11290     , 2         , 6281.0    , 20982.0   , 276.0     , 133.0     , 6419.0    , 21048.5   , 133.0     , 
3         , 11290     , 2         , 6741.0    , 21022.0   , 248.0     , 75.0      , 6865.0    , 21059.5   , 75.0      , 
3         , 11290     , 2         , 6960.0    , 20558.0   , 67.0      , 157.0     , 6993.5    , 20636.5   , 67.0      , 
3         , 11290     , 2         , 6613.0    , 21069.0   , 83.0      , 90.0      , 6654.5    , 21114.0   , 83.0      , 
3         , 11290     , 2         , 6483.0    , 20503.0   , 462.0     , 35.0      , 6714.0    , 20520.5   , 35.0      , 
3         , 1252      , 6         , 8010.0    , 13951.0   , 165.0     , 368.0     , 8092.5    , 14135.0   , 165.0     , 
3         , 1252      , 5         , 7722.0    , 14026.0   , 148.0     , 195.0     , 7796.0    , 14123.5   , 148.0     , 
3         , 1252      , 5         , 7446.0    , 14206.0   , 255.0     , 117.0     , 7573.5    , 14264.5   , 117.0     , 
3         , 1252      , 6         , 7883.0    , 13747.0   , 252.0     , 233.0     , 8009.0    , 13863.5   , 233.0     , 
3         , 1253      , 3         , 7669.0    , 14192.0   , 86.0      , 115.0     , 7712.0    , 14249.5   , 86.0      , 
3         , 1253      , 3         , 8054.0    , 13975.0   , 100.0     , 171.0     , 8104.0    , 14060.5   , 100.0     , 
3         , 1253      , 5         , 7210.0    , 13590.0   , 185.0     , 323.0     , 7302.5    , 13751.5   , 185.0     , 
3         , 1253      , 4         , 7215.0    , 13999.0   , 189.0     , 110.0     , 7309.5    , 14054.0   , 110.0     , 
3         , 1253      , 4         , 7212.0    , 14170.0   , 221.0     , 137.0     , 7322.5    , 14238.5   , 137.0     , 
3         , 1253      , 3         , 7571.0    , 13674.0   , 331.0     , 115.0     , 7736.5    , 13731.5   , 115.0     , 
3         , 1253      , 3         , 7439.0    , 13970.0   , 410.0     , 105.0     , 7644.0    , 14022.5   , 105.0     , 
3         , 1350      , 4         , 7362.0    , 13718.0   , 54.0      , 556.0     , 7389.0    , 13996.0   , 54.0      , 
3         , 1350      , 4         , 7490.0    , 13832.0   , 648.0     , 43.0      , 7814.0    , 13853.5   , 43.0      , 
3         , 1350      , 4         , 7564.0    , 13986.0   , 46.0      , 329.0     , 7587.0    , 14150.5   , 46.0      , 
3         , 1350      , 3         , 7838.0    , 13564.0   , 105.0     , 192.0     , 7890.5    , 13660.0   , 105.0     , 
3         , 1312      , 3         , 7855.0    , 13548.0   , 170.0     , 124.0     , 7940.0    , 13610.0   , 124.0     , 
3         , 11252     , 6         , 8010.0    , 13951.0   , 165.0     , 368.0     , 8092.5    , 14135.0   , 165.0     , 
3         , 11252     , 5         , 7722.0    , 14026.0   , 148.0     , 195.0     , 7796.0    , 14123.5   , 148.0     , 
3         , 11252     , 5         , 7446.0    , 14206.0   , 255.0     , 117.0     , 7573.5    , 14264.5   , 117.0     , 
3         , 11252     , 6         , 7883.0    , 13747.0   , 252.0     , 233.0     , 8009.0    , 13863.5   , 233.0     , 
3         , 11253     , 3         , 7669.0    , 14192.0   , 86.0      , 115.0     , 7712.0    , 14249.5   , 86.0      , 
3         , 11253     , 3         , 8054.0    , 13975.0   , 100.0     , 171.0     , 8104.0    , 14060.5   , 100.0     , 
3         , 11253     , 5         , 7210.0    , 13590.0   , 185.0     , 323.0     , 7302.5    , 13751.5   , 185.0     , 
3         , 11253     , 4         , 7215.0    , 13999.0   , 189.0     , 110.0     , 7309.5    , 14054.0   , 110.0     , 
3         , 11253     , 4         , 7212.0    , 14170.0   , 221.0     , 137.0     , 7322.5    , 14238.5   , 137.0     , 
3         , 11253     , 3         , 7571.0    , 13674.0   , 331.0     , 115.0     , 7736.5    , 13731.5   , 115.0     , 
3         , 11253     , 3         , 7439.0    , 13970.0   , 410.0     , 105.0     , 7644.0    , 14022.5   , 105.0     , 
3         , 11350     , 4         , 7362.0    , 13718.0   , 54.0      , 556.0     , 7389.0    , 13996.0   , 54.0      , 
3         , 11350     , 4         , 7490.0    , 13832.0   , 648.0     , 43.0      , 7814.0    , 13853.5   , 43.0      , 
3         , 11350     , 4         , 7564.0    , 13986.0   , 46.0      , 329.0     , 7587.0    , 14150.5   , 46.0      , 
3         , 11350     , 3         , 7838.0    , 13564.0   , 105.0     , 192.0     , 7890.5    , 13660.0   , 105.0     , 
3         , 11312     , 3         , 7855.0    , 13548.0   , 170.0     , 124.0     , 7940.0    , 13610.0   , 124.0     , 
3         , 1421      , 4         , 7923.0    , 14351.0   , 132.0     , 271.0     , 7989.0    , 14486.5   , 132.0     , 
3         , 1421      , 4         , 8078.0    , 14455.0   , 41.0      , 362.0     , 8098.5    , 14636.0   , 41.0      , 
3         , 1252      , 6         , 7742.0    , 14454.0   , 420.0     , 163.0     , 7952.0    , 14535.5   , 163.0     , 
3         , 1252      , 5         , 7830.0    , 14692.0   , 354.0     , 100.0     , 8007.0    , 14742.0   , 100.0     , 
3         , 1252      , 5         , 7522.0    , 14349.0   , 524.0     , 54.0      , 7784.0    , 14376.0   , 54.0      , 
3         , 1253      , 6         , 7660.0    , 14434.0   , 122.0     , 294.0     , 7721.0    , 14581.0   , 122.0     , 
3         , 1253      , 6         , 7283.0    , 14351.0   , 513.0     , 70.0      , 7539.5    , 14386.0   , 70.0      , 
3         , 1253      , 5         , 7749.0    , 14640.0   , 192.0     , 193.0     , 7845.0    , 14736.5   , 192.0     , 
3         , 11421     , 4         , 7923.0    , 14351.0   , 132.0     , 271.0     , 7989.0    , 14486.5   , 132.0     , 
3         , 11421     , 4         , 8078.0    , 14455.0   , 41.0      , 362.0     , 8098.5    , 14636.0   , 41.0      , 
3         , 11252     , 6         , 7742.0    , 14454.0   , 420.0     , 163.0     , 7952.0    , 14535.5   , 163.0     , 
3         , 11252     , 5         , 7830.0    , 14692.0   , 354.0     , 100.0     , 8007.0    , 14742.0   , 100.0     , 
3         , 11252     , 5         , 7522.0    , 14349.0   , 524.0     , 54.0      , 7784.0    , 14376.0   , 54.0      , 
3         , 11253     , 6         , 7660.0    , 14434.0   , 122.0     , 294.0     , 7721.0    , 14581.0   , 122.0     , 
3         , 11253     , 6         , 7283.0    , 14351.0   , 513.0     , 70.0      , 7539.5    , 14386.0   , 70.0      , 
3         , 11253     , 5         , 7749.0    , 14640.0   , 192.0     , 193.0     , 7845.0    , 14736.5   , 192.0     , 
3         , 1322      , 5         , 7194.0    , 15744.0   , 83.0      , 211.0     , 7235.5    , 15849.5   , 83.0      , 
