ID        , NAME             , MODULE    , ITEM1     , ITEM2     , ITEM3     , ITEM4     , ITEM5     , ITEM6     , ITEM7     , ITEM8     , ITEM9     , ITEM10    , ITEM11    , ITEM12    , ITEM13    , ITEM14    , ITEM15    , ITEM16    , ITEM17    , ITEM18    , ITEM19    , ITEM20    , ITEM21    , ITEM22    , ITEM23    , ITEM24    , ITEM25    , ITEM26    , ITEM27    , ITEM28    , ITEM29    , ITEM30    , ITEM31    , ITEM32    , ITEM33    , ITEM34    , ITEM35    , ITEM36    , ITEM37    , ITEM38    , ITEM39    , ITEM40    , ITEM41    , ITEM42    , ITEM43    , ITEM44    , ITEM45    , ITEM46    , ITEM47    , ITEM48    , ITEM49    , ITEM50    , ITEM51    , ITEM52    , ITEM53    , ITEM54    , ITEM55    , ITEM56    , ITEM57    , ITEM58    , ITEM59    , ITEM60    , 
830       , ###### ####      , 5         , 212100008 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
840       , ######## ######  , 9         , 245111001 , 245112001 , 245113001 , 245221001 , 245222001 , 245223001 , 245131001 , 245132001 , 245133001 , 245141001 , 245142001 , 245143001 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
850       , ###### ####      , 14        , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
860       , ###### ######    , 10        , 215004008 , 215003708 , 215003408 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
870       , ########         , 15        , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
880       , ########         , 16        , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
890       , ###### ######    , 5         , 213010001 , 213010002 , 213020001 , 213020002 , 215010001 , 212100017 , 212100018 , 213040004 , 213040005 , 213010003 , 213020003 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
900       , ###### ####      , 5         , 213010001 , 213010002 , 213020001 , 213020002 , 215010001 , 212100021 , 212100022 , 213040004 , 213040005 , 213010003 , 213020003 , 213030001 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
910       , ########         , 17        , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
920       , ######## ####    , 10        , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
930       , ##2#### #### ####, 10        , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
940       , #### #### ###### , 10        , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
950       , ######## ####    , 10        , 213062383 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
960       , ###### ######    , 5         , 213010001 , 213010002 , 213020001 , 213020002 , 215010001 , 212100023 , 212100024 , 212100030 , 213040004 , 213040005 , 213010003 , 213020003 , 213030001 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
970       , ########         , 9         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
980       , ###### ######    , 5         , 291100001 , 291110001 , 291120001 , 291130001 , 291200001 , 291210001 , 291220001 , 291230001 , 291240001 , 291250001 , 291260001 , 291270001 , 291280001 , 291290001 , 215004275 , 215004276 , 215004277 , 217000041 , 291300001 , 291060004 , 215003011 , 215003012 , 273001229 , 273001230 , 273001231 , 273001232 , 273001233 , 273001234 , 273001235 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
990       , ###### ######    , 5         , 291100002 , 291110002 , 291120002 , 291130002 , 291200002 , 291210002 , 291220002 , 291230002 , 291240002 , 291250002 , 291260002 , 291270002 , 291280002 , 291290001 , 215004275 , 215004276 , 215004277 , 217000041 , 291300001 , 291060004 , 215003011 , 215003012 , 273001229 , 273001230 , 273001231 , 273001232 , 273001233 , 273001234 , 273001235 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1000      , ###### ######    , 5         , 217000041 , 291300001 , 291100003 , 291110003 , 291120003 , 291130003 , 291200003 , 291210003 , 291220003 , 291230003 , 291240003 , 291250003 , 291260003 , 291270003 , 291280003 , 291290002 , 215004275 , 215004276 , 215004277 , 291060004 , 215003011 , 215003012 , 273001229 , 273001230 , 273001231 , 273001232 , 273001233 , 273001234 , 273001235 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1010      , ########         , 5         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1020      , ########         , 5         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1030      , #### ####        , 5         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1040      , #### ####        , 5         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1070      , ######## ####    , 10        , 212020003 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1080      , ######## ######  , 10        , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1090      , ######## ####    , 10        , 212020003 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1330      , ######## ####    , 5         , 273001276 , 273001277 , 273001278 , 273001279 , 273001280 , 273001281 , 273001282 , 273001283 , 273001284 , 273001285 , 273001286 , 273001287 , 273001288 , 273001289 , 273001290 , 273001291 , 273001292 , 273001293 , 273001294 , 273001295 , 273001296 , 273001297 , 273001298 , 273001299 , 273001300 , 273001301 , 273001302 , 273001303 , 273001304 , 273001305 , 273001306 , 273001307 , 273001308 , 273001309 , 273001310 , 273001311 , 273001312 , 273001313 , 273001314 , 273001315 , 273001316 , 273001317 , 273001318 , 273001319 , 273001320 , 273001321 , 273001322 , 273001323 , 273001324 , 273001325 , 273001326 , 273001327 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1340      , #### ####        , 5         , 273001391 , 273001392 , 273001393 , 273001394 , 273001395 , 273001396 , 273001397 , 273001398 , 273001399 , 273001400 , 273001401 , 273001402 , 273001403 , 273001404 , 273001405 , 273001406 , 273001407 , 273001408 , 273001409 , 273001410 , 273001411 , 273001412 , 273001413 , 273001414 , 273001415 , 273001416 , 273001417 , 273001418 , 273001419 , 273001420 , 273001421 , 273001422 , 273001423 , 273001424 , 273001425 , 273001426 , 273001427 , 273001428 , 273001429 , 273001430 , 273001431 , 273001432 , 273001433 , 273001434 , 273001435 , 273001436 , 273001437 , 273001438 , 273001439 , 273001440 , 273001441 , 273001442 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1350      , #### ####        , 10        , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1360      , #### ####        , 10        , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1370      , #### #### ####   , 11        , 299010016 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1380      , ######## ######  , 9         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1390      , ######## ####    , 10        , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1400      , ###### ###### ## , 10        , 213062203 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1410      , ######## ######  , 9         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1420      , ########         , 11        , 213062205 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1620      , ######## ######  , 10        , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1430      , ###### ####      , 5         , 212100033 , 212100043 , 213010002 , 213010004 , 213020004 , 213040004 , 213040005 , 213020002 , 213030001 , 215010001 , 213062475 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1440      , ######## ######  , 5         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1450      , ###### ####      , 5         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1460      , #### #### ####   , 5         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1470      , #### #### ####   , 5         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1480      , #### #### ####   , 5         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1490      , #### #### ####   , 5         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1500      , ######## ######  , 9         , 299010063 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1610      , ######## ######  , 10        , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1510      , ###### ####      , 5         , 212100034 , 212100044 , 213010002 , 213010005 , 213020005 , 213040004 , 213040005 , 213020002 , 213030001 , 215010001 , 213062475 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1520      , ######## ######  , 5         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1530      , ###### ####      , 5         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1540      , #### #### ####   , 5         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
1550      , #### #### ####   , 5         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 
